country,region,eu_member,sector,asset_class,investment_eur,size_factor,cpi_score,climate_vuln,hdi,ghg_intensity,gender_factor,social_factor,dim_climate,dim_water,dim_gender,dim_social,dim_territory,dim_governance,dim_pollution,dim_innovation,idris_score,idris_band,taxonomy_eligible,taxonomy_aligned,dnsh_pass,sc_score,sfdr_article,pai_score,tcfd_physical,tcfd_transition,mifid_suitability,mifid_profile,csrd_in_scope,impact_material,financial_material
India,South Asia,False,Financial Inclusion,Real Estate,28188.26,0.2817,39,0.612,0.633,0.246,0.656,0.809,43.3,57.4,58.6,56.3,56.0,26.8,54.9,84.9,51.65,Amber,False,False,False,0.0,Article 8,62.4,Medium,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Nigeria,Sub-Saharan Africa,False,Sustainable Agriculture,Green Bond,15734.79,0.2257,25,0.749,0.535,0.228,0.598,0.93,68.0,57.0,42.9,62.0,54.5,25.3,78.6,50.6,53.73,Amber,True,False,False,67.8,Article 8,58.4,High,Medium,4.9,Conventional (Article 6 compatible),False,False,False
Philippines,Southeast Asia,False,Clean Transportation,Microfinance / Social Bond,6733.43,0.1442,33,0.696,0.699,0.2,0.562,0.738,66.0,55.0,49.6,54.0,55.4,18.4,80.4,84.5,54.62,Amber,True,True,True,69.8,Article 8,59.5,High,Low,5.0,Conventional (Article 6 compatible),False,True,False
Egypt,MENA,False,Healthcare,SME Debt,17558502.93,0.8995,35,0.581,0.728,0.215,0.728,0.878,53.3,65.0,63.7,76.4,59.3,26.2,58.7,66.1,57.52,Amber,False,False,False,0.0,Article 8,64.0,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Tunisia,MENA,False,Financial Inclusion,SME Debt,44209523.11,0.9882,40,0.571,0.731,0.129,0.714,0.945,52.9,60.3,62.0,82.7,55.8,25.7,65.2,98.5,59.9,Green,False,False,False,0.0,Article 8,67.0,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Denmark,Northern Europe,True,Private Equity (diversified),Microfinance / Social Bond,4287093.75,0.7641,90,0.219,0.948,0.442,0.591,0.575,41.0,29.6,89.4,58.2,59.5,78.8,43.4,60.2,60.89,Green,False,False,False,0.0,Article 8,72.3,Low,High,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,True
South Korea,East Asia,False,Energy Efficiency,SME Debt,9141.42,0.1735,63,0.246,0.929,0.092,0.499,0.813,84.5,68.1,65.6,66.1,44.5,41.5,86.3,81.5,66.99,Green,True,True,True,81.3,Article 8,71.5,Low,Low,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Food & Nutrition,Private Equity / Venture,4534986.25,0.7695,71,0.187,0.903,0.241,0.627,0.743,53.1,65.1,83.8,69.0,63.6,70.3,55.1,64.3,66.88,Green,False,False,False,0.0,Article 8,74.4,Low,High,6.2,ESG-integrated (MiFID Art. 8 preference),False,True,True
Hungary,Eastern Europe,True,Financial Inclusion,SME Debt,325061.56,0.5165,42,0.418,0.854,0.13,0.621,0.928,51.7,60.6,57.6,75.6,58.3,48.7,65.4,85.1,60.64,Green,False,False,False,0.0,Article 8,68.7,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ukraine,Eastern Europe,False,Energy Efficiency,Project Finance,17832.78,0.2377,33,0.45,0.773,0.028,0.443,0.817,82.8,58.8,41.7,67.8,52.2,34.6,93.0,79.4,61.56,Green,True,True,True,83.0,Article 8,65.0,Medium,Low,6.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Green Building / Real Estate,Private Equity / Venture,12948682.39,0.8703,31,0.585,0.758,0.217,0.666,0.631,68.0,59.4,52.2,57.9,61.1,19.3,77.8,64.5,55.55,Amber,True,True,True,69.2,Article 8,61.3,Medium,Medium,6.1,ESG-integrated (MiFID Art. 8 preference),False,True,False
Indonesia,Southeast Asia,False,Water & Sanitation,Green Bond,22218961.13,0.9221,34,0.658,0.705,0.023,0.606,0.871,82.7,57.0,52.2,71.7,64.3,30.7,93.6,89.3,65.11,Green,True,True,True,84.6,Article 8,66.9,High,Medium,6.0,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Energy Efficiency,SME Debt,3842.34,0.0903,71,0.341,0.903,0.022,0.69,0.697,86.4,66.1,84.0,62.9,57.3,66.3,94.2,80.4,75.83,Dark Green,True,True,True,89.0,Article 9,80.6,Low,Low,9.1,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Pakistan,South Asia,False,Green Building / Real Estate,Microfinance / Social Bond,115824.87,0.4174,29,0.702,0.544,0.339,0.496,0.7,61.6,55.0,39.2,51.0,57.2,24.1,66.7,54.0,49.08,Amber,True,False,False,59.3,Article 6,54.2,High,Medium,3.9,Conventional (Article 6 compatible),False,True,False
France,Western Europe,True,Green Building / Real Estate,Green Bond,10374954.22,0.849,71,0.278,0.903,0.184,0.538,0.538,72.8,64.8,73.1,53.7,60.8,77.6,78.0,67.5,69.31,Green,True,True,True,76.7,Article 8,74.6,Low,Medium,7.4,ESG-integrated (MiFID Art. 8 preference),True,True,True
Indonesia,Southeast Asia,False,Financial Inclusion,SME Debt,3732050.15,0.7508,34,0.718,0.705,0.166,0.589,0.866,48.8,57.0,47.8,70.7,60.6,14.9,60.9,93.4,52.28,Amber,False,False,False,0.0,Article 8,60.7,High,Medium,4.7,Conventional (Article 6 compatible),False,False,False
Turkey,MENA,False,Social Infrastructure,Real Estate,688718.47,0.5886,34,0.527,0.838,0.012,0.744,0.897,85.4,58.1,68.3,72.5,55.9,26.1,97.3,59.6,66.22,Green,True,True,True,85.8,Article 8,70.1,Medium,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Education & Skills,SME Debt,342610.0,0.5215,35,0.651,0.728,0.118,0.671,1.0,57.3,60.5,59.9,73.9,55.1,14.7,65.8,90.1,56.83,Amber,False,False,False,0.0,Article 8,64.1,High,Medium,5.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Portugal,Southern Europe,True,Healthcare,Microfinance / Social Bond,40104.0,0.3155,62,0.453,0.866,0.196,0.805,0.896,49.3,61.6,85.6,77.1,59.1,66.7,59.0,59.6,66.69,Green,False,False,False,0.0,Article 8,75.7,Medium,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
Colombia,Latin America,False,Biodiversity / Nature,SME Debt,595396.08,0.5746,39,0.504,0.752,0.078,0.555,0.768,79.6,63.2,54.1,60.7,50.0,26.8,93.9,56.1,60.09,Green,True,True,True,79.4,Article 8,65.7,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Indonesia,Southeast Asia,False,Affordable Housing,Project Finance,3746173.95,0.7512,34,0.666,0.705,0.123,0.491,0.934,59.6,53.1,44.2,75.1,58.9,31.0,64.7,62.6,54.65,Amber,False,False,False,0.0,Article 8,61.9,High,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Chile,Latin America,False,Microfinance,SME Debt,157148.15,0.4467,66,0.453,0.86,0.054,0.553,0.951,60.5,59.1,68.8,71.2,48.4,44.8,70.9,59.0,61.3,Green,False,False,False,0.0,Article 8,73.4,Medium,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Food & Nutrition,Real Estate,3685789.73,0.7496,35,0.575,0.728,0.378,0.683,0.744,39.6,60.8,57.3,68.5,55.8,24.8,51.8,62.4,50.84,Amber,False,False,False,0.0,Article 8,58.5,Medium,High,4.6,Conventional (Article 6 compatible),False,True,False
Tunisia,MENA,False,Renewable Energy,Microfinance / Social Bond,73085.48,0.3732,40,0.617,0.731,0.082,0.7,0.67,75.1,57.8,57.2,53.7,53.1,26.7,94.7,84.9,60.46,Green,True,True,True,79.3,Article 8,68.0,Medium,Low,6.5,ESG-integrated (MiFID Art. 8 preference),False,True,False
Egypt,MENA,False,Water & Sanitation,Green Bond,793524.78,0.6022,35,0.728,0.728,0.101,0.627,0.964,77.8,54.8,58.1,72.5,59.8,31.9,83.1,91.1,64.23,Green,True,False,False,79.6,Article 8,65.1,High,Medium,5.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Argentina,Latin America,False,Biodiversity / Nature,Microfinance / Social Bond,13026.82,0.2076,37,0.501,0.842,0.0,0.546,0.74,81.5,60.4,50.8,59.0,49.2,22.0,94.7,50.6,58.28,Green,True,True,True,83.3,Article 8,66.9,Medium,Low,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Ethiopia,Sub-Saharan Africa,False,Microfinance,Real Estate,2970056.2,0.7289,37,0.768,0.492,0.287,0.755,0.903,41.2,57.8,53.9,66.1,69.8,20.6,54.8,60.6,50.52,Amber,False,False,False,0.0,Article 8,61.4,High,Medium,4.6,Conventional (Article 6 compatible),False,False,False
Peru,Latin America,False,Manufacturing (conventional),Private Equity / Venture,272991.96,0.4997,40,0.57,0.762,0.601,0.529,0.597,22.1,19.5,47.8,53.9,52.1,29.1,32.0,59.7,38.51,Red,False,False,False,0.0,Article 6,50.7,Medium,High,2.9,Conventional (Article 6 compatible),False,True,False
Netherlands,Western Europe,True,Private Equity (diversified),Green Bond,1606615.26,0.6699,79,0.224,0.941,0.356,0.495,0.488,46.9,61.3,72.6,56.9,57.8,84.0,48.5,60.4,62.12,Green,False,False,False,0.0,Article 8,71.3,Low,High,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,True
Sweden,Northern Europe,True,Microfinance,Project Finance,11244255.15,0.8567,85,0.293,0.952,0.17,0.63,0.828,58.3,63.5,89.8,80.5,58.4,83.7,64.2,62.1,72.98,Green,False,False,False,0.0,Article 8,79.8,Low,Medium,7.8,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Sri Lanka,South Asia,False,Green Building / Real Estate,Green Bond,5091.31,0.1173,34,0.665,0.782,0.18,0.468,0.546,71.1,60.2,39.4,43.0,50.9,34.2,79.1,48.4,51.96,Amber,True,True,True,70.0,Article 8,60.2,High,Medium,4.7,Conventional (Article 6 compatible),False,True,False
Czech Republic,Eastern Europe,True,Circular Economy,Real Estate,4460.57,0.1046,57,0.262,0.9,0.183,0.556,0.797,77.3,60.9,69.8,58.3,54.7,61.9,83.4,82.4,68.44,Green,True,True,True,76.4,Article 8,70.9,Low,Low,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Nigeria,Sub-Saharan Africa,False,Sustainable Agriculture,Real Estate,473572.75,0.5526,25,0.754,0.535,0.458,0.633,0.862,48.6,17.2,46.2,62.7,59.9,19.1,62.0,54.6,45.9,Amber,True,False,False,50.9,Article 6,52.0,High,Medium,3.6,Conventional (Article 6 compatible),False,False,False
Pakistan,South Asia,False,Energy Efficiency,Microfinance / Social Bond,24893758.93,0.933,29,0.711,0.544,0.171,0.567,0.701,78.0,53.6,45.4,59.0,68.9,22.6,81.3,95.9,59.03,Green,True,False,False,73.4,Article 8,60.1,High,Low,5.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sweden,Northern Europe,True,Financial Inclusion,SME Debt,263529.7,0.4963,85,0.255,0.952,0.201,0.7,0.85,52.1,64.8,93.4,75.8,55.4,77.5,61.7,88.3,72.15,Green,False,False,False,0.0,Article 8,79.9,Low,Medium,7.7,Sustainability-focused (MiFID Art. 9 preference),False,False,False
Switzerland,Western Europe,False,Digital Infrastructure,Green Bond,9952057.35,0.845,82,0.195,0.962,0.318,0.27,0.704,44.7,63.3,56.6,72.8,46.0,64.8,50.2,95.1,59.49,Green,False,False,False,0.0,Article 8,66.9,Low,Medium,6.4,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Africa,Sub-Saharan Africa,False,Biodiversity / Nature,Real Estate,8004.26,0.1608,41,0.618,0.713,0.142,0.586,0.748,72.1,55.3,53.9,54.6,54.0,26.7,85.9,50.0,56.27,Amber,True,True,True,74.0,Article 8,64.3,Medium,Low,6.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Egypt,MENA,False,Clean Transportation,Microfinance / Social Bond,4115.2,0.0969,35,0.691,0.728,0.196,0.46,0.714,71.2,57.3,42.8,51.3,54.3,21.9,75.8,78.6,53.61,Amber,True,True,True,69.7,Article 8,58.5,High,Low,4.9,Conventional (Article 6 compatible),False,True,False
Canada,North America,False,Manufacturing (conventional),Project Finance,6065996.48,0.7975,76,0.342,0.936,0.641,0.495,0.546,20.1,29.3,73.9,63.7,50.9,54.2,23.8,63.7,48.69,Amber,False,False,False,0.0,Article 6,59.2,Low,High,3.9,Conventional (Article 6 compatible),False,True,False
India,South Asia,False,Private Equity (diversified),Project Finance,1925902.75,0.6873,39,0.531,0.633,0.413,0.553,0.631,31.8,21.0,54.3,53.3,58.1,34.1,45.2,59.4,44.08,Amber,False,False,False,0.0,Article 6,56.9,Medium,High,3.4,Conventional (Article 6 compatible),False,False,False
United States,North America,False,Sustainable Agriculture,Real Estate,2348888.72,0.7064,69,0.303,0.926,0.365,0.463,0.752,61.2,64.5,67.9,65.8,52.4,44.9,68.7,65.6,61.37,Green,True,True,True,62.7,Article 8,64.3,Low,Medium,6.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Poland,Eastern Europe,True,Sustainable Agriculture,SME Debt,1152905.62,0.638,54,0.275,0.88,0.471,0.537,0.901,63.7,21.6,65.9,75.2,63.3,55.0,56.4,53.2,59.81,Green,True,True,True,55.7,Article 8,61.1,Low,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,True
Peru,Latin America,False,Social Infrastructure,Microfinance / Social Bond,4598455.44,0.7709,40,0.514,0.762,0.0,0.721,0.968,84.0,59.7,69.1,79.1,61.6,29.4,94.3,58.3,67.85,Green,True,True,True,87.1,Article 8,71.5,Medium,Medium,7.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Tunisia,MENA,False,Affordable Housing,Private Equity / Venture,22528.27,0.2602,40,0.693,0.731,0.322,0.604,0.924,39.9,55.3,57.8,74.6,48.9,27.5,56.3,49.0,50.97,Amber,False,False,False,0.0,Article 8,59.1,High,Medium,4.6,Conventional (Article 6 compatible),False,False,False
Tunisia,MENA,False,Private Equity (diversified),SME Debt,72279.96,0.3721,40,0.647,0.731,0.282,0.57,0.581,41.5,61.0,53.4,48.7,53.1,25.0,50.6,53.3,46.59,Amber,False,False,False,0.0,Article 6,59.6,Medium,High,3.7,Conventional (Article 6 compatible),False,False,False
Tunisia,MENA,False,Sustainable Agriculture,Microfinance / Social Bond,9476313.57,0.8403,40,0.665,0.731,0.369,0.567,0.729,58.0,56.5,54.3,67.1,60.0,25.5,64.9,62.3,54.73,Amber,True,True,True,59.7,Article 8,57.1,High,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Ukraine,Eastern Europe,False,Microfinance,Private Equity / Venture,48494.17,0.3338,33,0.452,0.773,0.042,0.761,0.814,63.4,61.0,57.0,65.1,56.4,23.8,65.5,60.8,55.73,Amber,False,False,False,0.0,Article 8,69.5,Medium,Medium,6.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
France,Western Europe,True,Manufacturing (conventional),SME Debt,42660.33,0.3215,71,0.347,0.903,0.686,0.506,0.51,18.3,18.4,74.8,52.4,60.4,67.9,30.7,54.5,48.92,Amber,False,False,False,0.0,Article 6,58.6,Low,High,3.9,Conventional (Article 6 compatible),False,True,False
Czech Republic,Eastern Europe,True,Manufacturing (conventional),Private Equity / Venture,3090908.59,0.7327,57,0.35,0.9,0.786,0.55,0.529,4.5,22.8,65.6,58.3,58.7,59.8,14.5,64.3,43.47,Amber,False,False,False,0.0,Article 6,53.2,Low,High,3.3,Conventional (Article 6 compatible),False,True,True
Netherlands,Western Europe,True,SME Finance,SME Debt,11821895.98,0.8615,79,0.275,0.941,0.316,0.659,0.73,47.7,63.7,89.6,72.9,58.6,70.7,46.8,66.1,66.45,Green,False,False,False,0.0,Article 8,74.0,Low,Medium,7.1,ESG-integrated (MiFID Art. 8 preference),False,False,True
New Zealand,Oceania,False,Manufacturing (conventional),Private Equity / Venture,3583899.65,0.7469,85,0.261,0.937,0.758,0.428,0.564,16.1,24.3,73.4,67.8,48.7,56.3,10.6,66.8,47.08,Amber,False,False,False,0.0,Article 6,57.0,Low,High,3.7,Conventional (Article 6 compatible),False,True,False
Portugal,Southern Europe,True,Circular Economy,Real Estate,2159177.73,0.6983,62,0.346,0.866,0.216,0.551,0.753,78.8,61.1,76.4,72.7,64.8,57.2,81.5,94.4,72.82,Green,True,True,True,76.2,Article 8,69.9,Low,Low,7.8,Sustainability-focused (MiFID Art. 9 preference),False,False,True
Ukraine,Eastern Europe,False,Social Infrastructure,Project Finance,178448.02,0.4589,33,0.504,0.773,0.129,0.691,0.884,73.1,58.6,57.3,71.3,48.5,30.0,80.2,56.0,59.74,Green,True,True,True,76.2,Article 8,66.1,Medium,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Germany,Western Europe,True,Circular Economy,Project Finance,8448203.18,0.8293,78,0.244,0.942,0.223,0.537,0.815,66.0,67.8,77.0,75.7,61.6,76.4,78.5,97.6,74.15,Green,True,True,True,76.3,Article 9,74.8,Low,Low,8.9,Sustainability-focused (MiFID Art. 9 preference),True,False,True
Mexico,Latin America,False,SME Finance,Microfinance / Social Bond,9310.99,0.1753,31,0.593,0.758,0.379,0.53,0.676,36.3,57.2,49.7,54.3,51.7,20.9,48.7,51.8,44.44,Amber,False,False,False,0.0,Article 6,54.3,Medium,Medium,4.4,Conventional (Article 6 compatible),False,False,False
United States,North America,False,Manufacturing (conventional),Real Estate,24602.09,0.2686,69,0.216,0.926,0.705,0.472,0.422,15.9,27.2,71.7,48.1,42.5,42.5,26.2,50.7,42.05,Amber,False,False,False,0.0,Article 6,55.2,Low,High,3.2,Conventional (Article 6 compatible),False,True,False
South Korea,East Asia,False,Circular Economy,Microfinance / Social Bond,13280636.7,0.8727,63,0.318,0.929,0.351,0.577,0.696,67.8,61.7,68.7,69.7,49.3,44.7,66.8,97.0,64.48,Green,True,True,True,64.7,Article 8,65.7,Low,Low,6.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
South Korea,East Asia,False,SME Finance,Microfinance / Social Bond,4053557.48,0.7588,63,0.363,0.929,0.331,0.529,0.792,39.6,68.0,66.4,75.6,50.7,40.8,49.6,61.5,56.0,Amber,False,False,False,0.0,Article 8,64.7,Low,Medium,6.1,ESG-integrated (MiFID Art. 8 preference),False,False,False
Argentina,Latin America,False,Renewable Energy,Private Equity / Venture,7709.39,0.1572,37,0.494,0.842,0.0,0.478,0.56,84.8,58.0,50.3,49.3,47.0,24.1,99.2,77.4,59.31,Green,True,True,True,83.7,Article 8,65.9,Medium,Low,6.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
South Africa,Sub-Saharan Africa,False,Biodiversity / Nature,SME Debt,20948.1,0.2532,41,0.623,0.713,0.145,0.607,0.77,74.7,55.4,56.6,60.5,57.2,24.2,86.4,49.2,58.07,Green,True,True,True,74.5,Article 8,64.4,Medium,Low,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Sri Lanka,South Asia,False,Financial Inclusion,Real Estate,39588.1,0.3143,34,0.603,0.782,0.167,0.649,0.843,50.9,59.8,52.1,65.2,52.2,18.0,58.4,83.0,51.86,Amber,False,False,False,0.0,Article 8,62.7,Medium,Medium,5.7,ESG-integrated (MiFID Art. 8 preference),False,False,False
Turkey,MENA,False,SME Finance,SME Debt,21202548.36,0.9176,34,0.562,0.838,0.252,0.572,0.741,41.8,60.6,52.1,72.3,59.2,19.8,58.9,63.0,51.03,Amber,False,False,False,0.0,Article 8,59.3,Medium,Medium,5.6,ESG-integrated (MiFID Art. 8 preference),False,False,False
Romania,Eastern Europe,True,Circular Economy,Private Equity / Venture,16284736.16,0.8923,46,0.479,0.821,0.184,0.481,0.751,71.5,61.0,55.2,69.4,70.2,48.6,80.9,93.1,65.77,Green,True,True,True,75.3,Article 8,65.0,Medium,Low,7.1,ESG-integrated (MiFID Art. 8 preference),True,False,True
Morocco,MENA,False,Financial Inclusion,Private Equity / Venture,33960.68,0.2996,38,0.69,0.683,0.049,0.602,0.912,59.6,61.7,55.6,68.1,57.7,29.2,75.0,79.6,58.27,Green,False,False,False,0.0,Article 8,66.6,High,Medium,5.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
United States,North America,False,Healthcare,Real Estate,403407.5,0.5372,69,0.312,0.926,0.204,0.596,0.792,49.3,62.7,79.1,68.7,48.6,41.6,60.6,61.5,59.9,Green,False,False,False,0.0,Article 8,71.0,Low,Medium,6.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Senegal,Sub-Saharan Africa,False,Circular Economy,Green Bond,9255755.97,0.838,43,0.714,0.511,0.221,0.561,0.717,69.0,56.8,49.0,55.8,67.8,37.4,84.6,90.7,60.07,Green,True,False,False,70.8,Article 8,62.6,High,Low,5.5,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Education & Skills,Private Equity / Venture,26667232.13,0.9396,31,0.593,0.758,0.232,0.693,1.0,57.1,59.2,54.2,82.5,63.1,20.4,57.4,98.5,57.99,Amber,False,False,False,0.0,Article 8,61.5,Medium,Medium,6.3,ESG-integrated (MiFID Art. 8 preference),False,False,False
Pakistan,South Asia,False,Renewable Energy,Microfinance / Social Bond,14126.74,0.2153,29,0.744,0.544,0.188,0.464,0.662,66.7,51.4,32.7,47.6,58.1,12.6,82.0,77.1,49.16,Amber,True,False,False,68.4,Article 6,56.5,High,Low,3.9,Conventional (Article 6 compatible),False,True,False
Kenya,Sub-Saharan Africa,False,Financial Inclusion,Microfinance / Social Bond,419090.65,0.5409,36,0.659,0.601,0.08,0.654,0.8,56.4,53.4,57.0,60.2,57.0,21.7,69.3,85.5,54.75,Amber,False,False,False,0.0,Article 8,65.7,High,Medium,5.0,Conventional (Article 6 compatible),False,False,False
Colombia,Latin America,False,Circular Economy,Microfinance / Social Bond,993282.67,0.6237,39,0.567,0.752,0.272,0.435,0.695,67.3,55.9,42.1,57.3,54.4,23.7,73.7,86.4,54.04,Amber,True,True,True,65.3,Article 8,57.4,Medium,Low,5.9,ESG-integrated (MiFID Art. 8 preference),False,False,False
Mexico,Latin America,False,Manufacturing (conventional),Microfinance / Social Bond,29307.43,0.2854,31,0.667,0.758,0.534,0.502,0.44,28.9,16.5,41.3,39.9,51.2,19.8,39.1,56.2,35.11,Red,False,False,False,0.0,Article 6,49.0,High,High,2.5,Conventional (Article 6 compatible),False,True,False
Italy,Southern Europe,True,Clean Transportation,SME Debt,9216718.12,0.8376,56,0.365,0.895,0.088,0.484,0.616,84.9,64.3,61.9,59.1,66.6,51.7,87.9,97.6,69.4,Green,True,True,True,82.5,Article 8,70.4,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),True,True,True
Greece,Southern Europe,True,Affordable Housing,Private Equity / Venture,41390403.79,0.9819,49,0.395,0.887,0.192,0.62,0.916,56.7,57.6,67.8,79.8,64.6,51.6,64.1,69.2,63.81,Green,False,False,False,0.0,Article 8,68.7,Low,Medium,6.9,ESG-integrated (MiFID Art. 8 preference),True,False,True
Belgium,Western Europe,True,Manufacturing (conventional),Private Equity / Venture,242132.39,0.4882,73,0.239,0.937,0.709,0.496,0.492,21.2,22.6,72.2,58.8,57.9,64.2,28.3,64.4,49.86,Amber,False,False,False,0.0,Article 6,58.3,Low,High,4.0,Conventional (Article 6 compatible),False,True,False
United Kingdom,Western Europe,False,Clean Transportation,SME Debt,15813.74,0.2262,71,0.192,0.929,0.129,0.531,0.67,87.0,61.9,74.3,60.4,46.6,45.9,85.1,84.2,68.72,Green,True,True,True,79.8,Article 8,73.2,Low,Low,7.4,ESG-integrated (MiFID Art. 8 preference),False,True,False
Italy,Southern Europe,True,Renewable Energy,SME Debt,14777835.01,0.883,56,0.36,0.895,0.0,0.691,0.687,87.1,59.8,78.1,68.7,64.9,52.3,99.6,99.3,75.35,Dark Green,True,True,True,90.1,Article 9,76.9,Low,Low,9.0,Sustainability-focused (MiFID Art. 9 preference),True,True,True
France,Western Europe,True,Financial Inclusion,Microfinance / Social Bond,6578.06,0.1419,71,0.304,0.903,0.159,0.556,0.997,52.9,60.6,77.8,75.2,56.7,66.2,60.0,83.4,66.68,Green,False,False,False,0.0,Article 8,74.3,Low,Medium,7.2,ESG-integrated (MiFID Art. 8 preference),False,False,False
